HT_link,AT_Link,Season,HT_Game_Penalty_Cards,AT_Game_Penalty_Cards
calcio-padova,empoli-fc,2014,3,2
trapani,modena-fc,2014,2,1
ss-virtus-lanciano-1924,latina,2014,2,2
novara-calcio,reggina,2014,0,2
carpi,ac-cesena,2014,2,3
as-bari,pescara-calcio,2014,2,2
ss-juve-stabia,as-cittadella,2014,2,4
palermo,asd-spezia,2014,4,2
latina,calcio-padova,2014,2,1
palermo,as-bari,2014,3,4
reggina,as-varese-1910,2014,2,2
asd-spezia,ternana-calcio,2014,1,3
modena-fc,fc-crotone,2014,2,2
siena,empoli-fc,2014,3,2
ss-virtus-lanciano-1924,ss-juve-stabia,2014,4,4
brescia,carpi,2014,3,1
ac-cesena,trapani,2014,2,2
as-cittadella,novara-calcio,2014,4,4
us-avellino,pescara-calcio,2014,1,2
empoli-fc,us-avellino,2014,3,6
calcio-padova,modena-fc,2014,3,3
novara-calcio,asd-spezia,2014,3,4
ternana-calcio,as-varese-1910,2014,1,2
trapani,siena,2014,2,2
pescara-calcio,ac-cesena,2014,2,1
brescia,latina,2014,3,3
as-bari,ss-virtus-lanciano-1924,2014,4,4
carpi,reggina,2014,0,1
fc-crotone,as-cittadella,2014,2,3
ss-juve-stabia,palermo,2014,3,3
asd-spezia,pescara-calcio,2014,1,3
reggina,fc-crotone,2014,1,3
as-varese-1910,calcio-padova,2014,6,1
ss-virtus-lanciano-1924,novara-calcio,2014,2,3
palermo,brescia,2014,2,2
modena-fc,empoli-fc,2014,2,1
as-cittadella,carpi,2014,3,2
as-bari,us-avellino,2014,2,2
ss-juve-stabia,ternana-calcio,2014,2,4
latina,trapani,2014,5,2
siena,ac-cesena,2014,1,2
trapani,as-varese-1910,2014,3,3
us-avellino,siena,2014,3,3
novara-calcio,carpi,2014,4,2
calcio-padova,as-cittadella,2014,4,1
ternana-calcio,ss-virtus-lanciano-1924,2014,2,2
modena-fc,latina,2014,2,1
pescara-calcio,palermo,2014,1,3
empoli-fc,reggina,2014,0,2
brescia,asd-spezia,2014,2,2
ac-cesena,ss-juve-stabia,2014,2,2
fc-crotone,as-bari,2014,1,2
reggina,modena-fc,2014,2,0
palermo,siena,2014,1,1
as-varese-1910,empoli-fc,2014,2,2
ss-virtus-lanciano-1924,fc-crotone,2014,0,4
asd-spezia,trapani,2014,2,1
novara-calcio,ternana-calcio,2014,1,2
latina,pescara-calcio,2014,2,3
carpi,us-avellino,2014,3,3
as-bari,ac-cesena,2014,2,2
as-cittadella,brescia,2014,1,1
ss-juve-stabia,calcio-padova,2014,4,2
siena,brescia,2014,2,3
pescara-calcio,reggina,2014,0,2
trapani,as-bari,2014,2,3
as-varese-1910,palermo,2014,4,1
calcio-padova,ss-virtus-lanciano-1924,2014,1,1
modena-fc,asd-spezia,2014,1,3
us-avellino,as-cittadella,2014,4,3
